## FlyBase Gene Snapshot Report
## Generated: Wed Nov 25 22:32:29 2020
## Using datasource: dbi:Pg:dbname=fb_2020_06_reporting;host=flysql20;port=5432...
## Genes that currently do not have a gene snapshot are included in this file and marked with "Contributions welcome." in the gene_snapshot_text column.

##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0035371	AhcyL1	Adenosylhomocysteinase like 1	20190321	Adenosylhomocysteinase like 1 (AhcyL1) encodes a protein that, together with the product of AhcyL2, belongs to AHCY-like proteins. AhcyL1 and AhcyL2 products have lost their canonical enzymatic functions due to critical mutations in their AHCY-domains. However, via hetero-multimerization, the products of AhcyL1 and AhcyL2 can suppress the activity of the enzyme encoded by Ahcy, which catalyzes the hydrolysis of S-Adenosylhomocysteine. The presence of a N-terminal IRBIT domain confers AhcyL1 and AhcyL2 proteins new functions in Ca[2+] signaling, intracellular pH regulation and production of deoxyribonucleotides.
FBgn0015011	AhcyL2	Adenosylhomocysteinase like 2	20190321	Adenosylhomocysteinase like 2 (AhcyL2) encodes a protein that, together with the product of AhcyL1, belongs to AHCY-like proteins. AhcyL1 and AhcyL2 products have lost their canonical enzymatic functions due to critical mutations in their AHCY-domains. However, via hetero-multimerization, the products of AhcyL1 and AhcyL2 can suppress the activity of the enzyme encoded by Ahcy, which catalyzes the hydrolysis of S-Adenosylhomocysteine. The presence of a N-terminal IRBIT domain confers AhcyL1 and AhcyL2 proteins new functions in Ca[2+] signaling, intracellular pH regulation and production of deoxyribonucleotides.
FBgn0033358	spab	space blanket	-	Contributions welcome.
FBgn0032405	firl	firelighter	-	Contributions welcome.
FBgn0036531	CG6244	-	-	Contributions welcome.
FBgn0014455	Ahcy	Adenosylhomocysteinase	20180913	Adenosylhomocysteinase (Ahcy) encodes S-adenosyl-L-homocysteine hydrolase, the rate-limiting enzyme in methionine metabolism. This tetrameric enzyme catalyzes the reversible hydrolysis of S-Adenosylhomocysteine (SAH) to adenosine and L-homocysteine. The function of Ahcy product is required to maintain proper concentrations of SAH, which serves as an inhibitor of S-adenosylmethionine-dependent methylation reactions.
FBgn0036532	CG13445	-	-	Contributions welcome.
FBgn0052551	CG32551	-	-	Contributions welcome.
FBgn0032243	Klp31E	Kinesin-like protein at 31E	-	Contributions welcome.
FBgn0015025	CkIIalpha-i1	CKII-alpha subunit interactor-1	-	Contributions welcome.
FBgn0015296	Shc	SHC-adaptor protein	20190314	SHC-adaptor protein (Shc) encodes a protein involved in receptor tyrosine kinase signalling. It regulates anti-parasitoid immune response and tracheal development.
FBgn0038665	euc	eucalyptus	-	Contributions welcome.
FBgn0085385	bma	black match	20190801	black match (bma) encodes a protein involved in heat sensitivity.
FBgn0085409	smal	smoke alarm	20190926	smoke alarm (smal) encodes a protein involved in thermal nociception.
FBgn0034103	prim	primacord	-	Contributions welcome.
FBgn0029798	CG4078	-	-	Contributions welcome.
FBgn0034736	gas	gasoline	-	Contributions welcome.
FBgn0033958	jef	jet fuel	-	Contributions welcome.
FBgn0262730	dtn	detonator	-	Contributions welcome.
FBgn0034126	jtb	jetboil	-	Contributions welcome.
FBgn0032514	CG9302	-	-	Contributions welcome.
FBgn0038067	CG11598	-	-	Contributions welcome.
FBgn0267796	Tmc	Transmembrane channel-like	20190919	Transmembrane channel-like (Tmc) encodes a protein involved in proprioception and locomotory behavior in larvae.
FBgn0051081	TwdlR	TweedleR	-	Contributions welcome.
FBgn0266448	CG45078	-	-	Contributions welcome.
FBgn0022069	Nnp-1	Nnp-1	-	Contributions welcome.
FBgn0261587	CG42697	-	-	Contributions welcome.
FBgn0001986	Mtr4	Mtr4 helicase	20190919	Mtr4 helicase (Mtr4) encodes an RNA helicase involved in the viral defense response.
FBgn0032507	CG9377	-	-	Contributions welcome.
FBgn0036668	Zcchc7	Zinc finger CCHC-type containing 7	-	Contributions welcome.
FBgn0029858	mldr	mulder	20190912	mulder (mldr) encodes a protein involved in mitochondrial tRNA processing.
FBgn0032089	Rcd-1r	Rcd-1 related	-	Contributions welcome.
FBgn0034351	rswl	roswell	-	Contributions welcome.
FBgn0036298	nst	nesthocker	20190314	nesthocker (nst) encodes a phospho-acetylglucosamine mutase, an essential enzyme in the biosynthetic pathway of N-Acetylglucosamine (GlcNAc). In the embryo, it is required for normal GlcNAc levels and affects Fibroblast-Growth-Factor signaling.
FBgn0027512	CG10254	-	-	Contributions welcome.
FBgn0033019	CG10395	-	-	Contributions welcome.
FBgn0035145	MED14	Mediator complex subunit 14	-	Contributions welcome.
FBgn0284084	wg	wingless	20190321	wingless (wg) is a segment polarity gene that encodes a ligand of the Wnt/Wg signaling pathway. Its post-translational modification (addition of palmitoleate by the product of por) is essential for signaling activity. It contributes to segment polarity, tissue growth and patterning, neuromuscular junction morphogenesis, gut homeostasis and long term memory formation.
FBgn0010741	Pfdn2	Prefoldin 2	-	Contributions welcome.
FBgn0033021	CG10417	-	-	Contributions welcome.
FBgn0031776	Pfdn1	Prefoldin 1	-	Contributions welcome.
FBgn0035603	Pfdn4	Prefoldin 4	-	Contributions welcome.
FBgn0038976	Pfdn5	Prefoldin 5	-	Contributions welcome.
FBgn0036918	Pfdn6	Prefoldin 6	-	Contributions welcome.
FBgn0259785	pzg	putzig	20190314	putzig (pzg) encodes a nuclear protein that is involved in chromatin activation of replication related genes and signalling pathways including Notch, Ecdysone and JAK/STAT. It regulates growth, cell death and various developmental processes.
FBgn0030648	CG6340	-	-	Contributions welcome.
FBgn0035146	CG13893	-	-	Contributions welcome.
FBgn0004591	Eig71Ed	Ecdysone-induced gene 71Ed	-	Contributions welcome.
FBgn0014849	Eig71Ei	Eig71Ei	-	Contributions welcome.
FBgn0050401	dany	distal antenna-young	20181115	distal antenna-young (dany) encodes a chromatin-binding protein required in spermatocytes for a normal gene expression profile, meiosis and sperm production.
FBgn0037650	CG11977	-	-	Contributions welcome.
FBgn0011828	Pxn	Peroxidasin	-	Contributions welcome.
FBgn0036056	CG6709	-	-	Contributions welcome.
FBgn0033848	CG13330	-	-	Contributions welcome.
FBgn0026077	Gasp	Gasp	20190919	Gasp (Gasp) encodes a protein involved in cuticle biosynthesis during embryonic tracheal system development.
FBgn0041224	Gr97a	Gustatory receptor 97a	-	Contributions welcome.
FBgn0030985	Obp18a	Odorant-binding protein 18a	-	Contributions welcome.
FBgn0015271	Orc5	Origin recognition complex subunit 5	-	Contributions welcome.
FBgn0004407	PolG2	DNA polymerase gamma subunit 2	20191219	DNA polymerase gamma subunit 2 (PolG2) encodes the accessory subunit of mitocondrial DNA polymerase gamma, which is responsible for the replication and repair of the mitochondrial genome.
FBgn0051658	Nnf1b	Nnf1b	20190314	Nnf1b (Nnf1b) encodes a component of the Mis12 complex, which is an essential constituent of the kinetochore.
FBgn0051648	CG31648	-	-	Contributions welcome.
FBgn0046878	Obp83cd	Odorant-binding protein 83cd	-	Contributions welcome.
FBgn0029088	disp	dispatched	20190307	dispatched (disp) encodes a multipass transmembrane protein and a member of the RND transporter family. It is required for the release and long-range activity of the lipid-modified product of hh from producing cells. The products of hh and disp control cell growth, survival, fate, and patterning.
FBgn0029590	CG14811	-	-	Contributions welcome.
FBgn0051852	Tap42	Two A-associated protein of 42kDa	20190919	Two A-associated protein of 42kDa (Tap42) encodes a phosphatase inhibitor involved in wing disc morphogenesis and the organization of the mitotic spindle.
FBgn0051915	CG31915	-	-	Contributions welcome.
FBgn0046875	Obp83g	Odorant-binding protein 83g	-	Contributions welcome.
FBgn0051080	TwdlH	TweedleH	-	Contributions welcome.
FBgn0260868	CG42578	-	-	Contributions welcome.
FBgn0265180	CG44245	-	-	Contributions welcome.
FBgn0039441	TwdlN	TweedleN	-	Contributions welcome.
FBgn0265455	CG44355	-	-	Contributions welcome.
FBgn0033090	CG15909	-	-	Contributions welcome.
FBgn0036299	Tsf2	Transferrin 2	20190314	Transferrin 2 (Tsf2) encodes a protein that requires binding with iron for protein function. It is localised at the paracellular septate junctions in epithelial tissues and is required for junction assembly. Tsf2 mutants show overelongated tracheal tubes.
FBgn0085320	CG34291	-	-	Contributions welcome.
FBgn0027929	NimB1	Nimrod B1	-	Contributions welcome.
FBgn0083973	dunk	disrupted underground network	-	Contributions welcome.
FBgn0024285	Srp54	Splicing regulatory protein 54	20190919	Srp54 (Srp54) encodes a protein that regulates mRNA alternative splicing, the processing of the mRNA 3'-end and the selection of the transcriptional start site.
FBgn0262576	CG43116	-	-	Contributions welcome.
FBgn0040106	lectin-21Cb	lectin-21Cb	-	Contributions welcome.
FBgn0263655	CG43646	-	-	Contributions welcome.
FBgn0263656	CG43647	-	-	Contributions welcome.
FBgn0051281	Tpl94D	Transition protein-like 94D	20190314	Transition protein-like 94D (Tpl94D) encodes a HMG-box domain protein that is expressed during chromatin reorganization in spermatids.
FBgn0085489	CG34460	-	-	Contributions welcome.
FBgn0086698	frtz	fritz	20190307	fritz (frtz) encodes a cytoplasmic protein that functions as a planar polarity effector as a downstream member of the fz-stan planar cell polarity pathway that controls hair and bristle polarity. frtz protein directly binds to the product of in and accumulates on the proximal side of wing cells.
FBgn0032224	Sps2	Selenophosphate synthetase 2	20181115	Selenophosphate synthetase 2 (Sps2) is essential for selenoprotein biosynthesis. It encodes an enzyme that catalyzes the synthesis of selenophosphate from selenide and/or other selenium metabolites. Selenophosphate is an active selenium donor for the formation of selenocysteine.
FBgn0036300	Pmm2	Phosphomannomutase type 2	-	Contributions welcome.
FBgn0261786	mi	minus	20190314	minus (mi) encodes a protein that can bind to the product of CycE and the SCF-ago ubiquitin-ligase complex. Minus regulates the turnover of the product of CycE and cell proliferation.
FBgn0264339	CG43795	-	-	Contributions welcome.
FBgn0034697	GM130	Golgi matrix protein 130 kD	20190711	Golgi matrix protein 130 kD (GM130) encodes a protein involved in Golgi compartmental organization and regulation of dendrite morphogenesis.
FBgn0030305	Uba5	Ubiquitin-like activating enzyme 5	20190926	Ubiquitin-like activating enzyme 5 (Uba5) encodes a member of the E1-like ubiquitin-activating enzyme family. It activates the protein encoded by Ufm1, and acts as a key factor in the ufmylation process. It is involved in ATP binding, catalytic activity, cofactor binding, metal ion binding, nucleotide binding and oxidoreductase activity.
FBgn0085220	Ufm1	Ubiquitin-fold modifier 1	-	Contributions welcome.
FBgn0032515	loqs	loquacious	20190314	loquacious (loqs) encodes a double-stranded RNA binding protein with multiple splicing isoforms. loqs-PB and loqs-PA associate with the product of Dcr-1 to facilitate processing of precursor miRNA into mature miRNA, whereas loqs-PD interacts with the product of Dcr-2 to enhance processing of dsRNA into siRNA.
FBgn0034061	Ufc1	Ubiquitin-fold modifier conjugating enzyme 1	-	Contributions welcome.
FBgn0037467	Ufl1	UFM1 specific ligase 1	-	Contributions welcome.
FBgn0034708	Vps35	Vacuolar protein sorting 35	20181018	Vacuolar protein sorting 35 (Vps35) encodes a component of the retromer complex that acts to recycle membrane proteins to the Golgi or plasma membrane from endocytosed vesicles.
FBgn0025808	Rad17	Rad17	-	Contributions welcome.
FBgn0010501	Dcp-1	Death caspase-1	20190307	Death caspase-1 (Dcp-1) encodes an effector caspase that cleaves specific proteins during apoptosis. It typically acts downstream of the initiator caspase encoded by Dronc. It is also involved in non-apoptotic processes such as autophagy.
FBgn0260780	wisp	wispy	20190321	wispy (wisp) encodes a conserved cytoplasmic poly-A polymerase of the GLD2 family that is expressed in the female germline and, at low levels, in the nervous system. Its maternal germline expression is essential for completion of normal meiosis by oocytes at egg activation. The product of wisp elongates the poly-A tails of many mRNAs during egg activation. This activity is essential for the translation of maternal mRNAs.
FBgn0030552	mRpL38	mitochondrial ribosomal protein L38	-	Contributions welcome.
FBgn0032157	Etl1	Etl1	20181115	Etl1 (Etl1) encodes a protein belonging to the Etl1 subfamily of the Snf2 family of helicase-related proteins. It mediates nucleosomal H2A acetylation in an ATP-dependent fashion via the product of nej, resulting in transcriptional regulation.
FBgn0010389	htl	heartless	20190307	heartless (htl) encodes a transmembrane tyrosine kinase receptor for secreted FGF ligands that utilizes the intracellular Ras-MAP kinase pathway. It contributes to embryonic mesoderm migration and the specification of several mature mesodermal cell derivatives.
FBgn0030358	CG10362	-	-	Contributions welcome.
FBgn0260762	CG42560	-	-	Contributions welcome.
FBgn0266050	CG44815	-	-	Contributions welcome.
FBgn0001311	kkv	krotzkopf verkehrt	20190314	krotzkopf verkehrt (kkv) encodes a membrane-inserted glycosyltransferase family 2 chitin synthase that uses GlcNAc to produce the polysaccharide chitin, which is extruded to the differentiating cuticle and tracheal system (tracheal cuticle, tube diameter regulation and gas filling).
FBgn0002783	mor	moira	20180920	moira (mor) encodes a member of the trithorax group of homeotic gene regulators. The product of mor is a chromatin remodeling protein and functions as the Swi3 component of the Brahma complex.
FBgn0260761	CG42559	-	-	Contributions welcome.
FBgn0031945	CG7191	-	-	Contributions welcome.
FBgn0266456	CG45081	-	-	Contributions welcome.
FBgn0034879	Rrp4	Rrp4	20190711	Rrp4 (Rrp4) encodes a protein involved in gene expression regulation.
FBgn0250871	pot	papillote	20190314	papillote (pot) encodes a transmembrane protein that is part of the apical extracellular matrix, or cuticle. It is needed for the linkage between epithelia and cuticle as well as microtubule organization in epithelial cells.
FBgn0032517	CG7099	-	-	Contributions welcome.
FBgn0034876	wmd	wing morphogenesis defect	20190321	wing morphogenesis defect (wmd) encodes an essential WD-repeat protein that is required for wing development and motor behavior.
FBgn0016762	angel	angel	-	Contributions welcome.
FBgn0015372	RabX1	RabX1	20190926	Rab10 (Rab10) encodes a small GTPase that contributes to vesicle trafficking regulation. It is involved in basement membrane organization.
FBgn0034893	mRpL43	mitochondrial ribosomal protein L43	-	Contributions welcome.
FBgn0031947	CG7154	-	-	Contributions welcome.
FBgn0260771	Larp7	La related protein 7	20190314	La related protein 7 (Larp7) encodes an obligate component of the 7SK snRNP. The 7SK snRNP plays an essential role in RNA polymerase II elongation control by regulating the activity of the positive transcription elongation factor encoded by Cdk9.
FBgn0031950	Herp	Homocysteine-induced endoplasmic reticulum protein	-	Contributions welcome.
FBgn0014009	Rab2	Rab2	20180913	Rab2 (Rab2) encodes a protein that belongs to the Rab family of small Ras-like GTPases that regulate vesicle trafficking. Rab2 product contributes to the maturation and fusion of endosomes and autophagosomes with lysosomes.
FBgn0260789	mxc	multi sex combs	20190314	multi sex combs (mxc) encodes a Cylin E/Cdk2 substrate and molecular scaffold that is necessary for assembly of the histone locus body, which is a nuclear body associated with replication dependent histone gene clusters that contains factors necessary for the transcription and processing of histone mRNA.
